Name,Score,Genre,Episodes,Studios,Rating
G-On Riders,6,Sci-Fi,26,"Shaft, TNK",R - 17+ (violence & profanity)
To Heart 2 Special,6,Dementia,26,OLM,PG-13 - Teens 13 or older
Soul Link Special,6,Drama,26,Unknown,PG-13 - Teens 13 or older
Genma Taisen,5,Sci-Fi,26,Madhouse,R - 17+ (violence & profanity)
Maou Dante,6,Slice of Life,26,Magic Bus,R - 17+ (violence & profanity)
Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,7,Music,26,Bones,PG-13 - Teens 13 or older
Peter Pan no Bouken,7,Fantasy,26,Nippon Animation,G - All Ages
Angel's Feather,5,Comedy,26,Venet,PG-13 - Teens 13 or older
Iron Virgin Jun,5,Adventure,26,Dynamic Planning,R - 17+ (violence & profanity)
Sugar Sugar Rune,7,Adventure,26,Studio Pierrot,PG - Children
Princess Rouge,6,Romance,26,J.C.Staff,PG-13 - Teens 13 or older
Herlock Saga: Nibelung no Yubiwa,7,Action,26,"Studio Z5, Studio March",R - 17+ (violence & profanity)
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,7,Drama,26,TNK,PG-13 - Teens 13 or older
Uchuu Senkan Yamato,8,Adventure,26,Group TAC,PG-13 - Teens 13 or older
Uchuu Senkan Yamato 2,7,Comedy,26,Group TAC,PG-13 - Teens 13 or older
Uchuu Senkan Yamato III,7,Action,26,Academy Productions,PG-13 - Teens 13 or older
Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,7,Romance,26,Studio Hibari,PG-13 - Teens 13 or older
Byston Well Monogatari: Garzey no Tsubasa,4,Action,26,J.C.Staff,PG-13 - Teens 13 or older
Mai-Otome Specials,7,Action,26,Sunrise,PG-13 - Teens 13 or older
Cutey Honey,6,Action,26,Toei Animation,PG-13 - Teens 13 or older
Space Fantasia 2001 Nights,6,Military,26,TMS Entertainment,PG-13 - Teens 13 or older
Haha wo Tazunete Sanzenri,7,Action,26,Nippon Animation,G - All Ages
Babel Nisei (2001),6,Mecha,26,Vega Entertainment,PG-13 - Teens 13 or older
Babel Nisei (OVA),6,Comedy,26,J.C.Staff,PG-13 - Teens 13 or older
Babel Nisei,6,Ecchi,26,Toei Animation,PG-13 - Teens 13 or older
Barom One,5,Horror,26,E&G Films,PG-13 - Teens 13 or older
Bakuten Shoot Beyblade G Revolution,7,Action,26,Madhouse,PG - Children
Bakuten Shoot Beyblade 2002,7,Mecha,26,Nippon Animation,PG - Children
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,7,Action,26,Nippon Animation,G - All Ages
Soreyuke! Uchuu Senkan Yamamoto Yohko II,6,Action,26,J.C.Staff,PG-13 - Teens 13 or older
Bomberman B-Daman Bakugaiden,6,Adventure,26,Madhouse,PG - Children
Bomberman B-Daman Bakugaiden Victory,6,Adventure,26,Madhouse,PG-13 - Teens 13 or older
Captain Tsubasa J,7,Historical,26,Studio Comet,G - All Ages
Chou Robot Seimeitai Transformers Micron Densetsu,7,Action,26,Actas,PG-13 - Teens 13 or older
Cosmo Warrior Zero,7,Adventure,26,Vega Entertainment,PG-13 - Teens 13 or older
Young Herlock wo Oe! Cosmo Warrior Zero Gaiden,6,Action,26,Unknown,PG-13 - Teens 13 or older
Cyborg 009: The Cyborg Soldier,7,Adventure,26,"Shaft, Brain's Base, Japan Vistec",PG-13 - Teens 13 or older
Brave Story,7,Action,26,Gonzo,G - All Ages
Di Gi Charat Nyo,7,Action,26,Madhouse,G - All Ages
Duel Masters,6,Mecha,26,Studio Hibari,PG-13 - Teens 13 or older
Bleach Movie 1: Memories of Nobody,7,Comedy,26,Studio Pierrot,PG-13 - Teens 13 or older
Nanatsu-iro★Drops,7,Action,26,Diomedéa,PG-13 - Teens 13 or older
Byousoku 5 Centimeter,8,Comedy,26,CoMix Wave Films,PG-13 - Teens 13 or older
Bokura no,8,Action,26,Gonzo,R - 17+ (violence & profanity)
Kaze no Stigma,7,Sports,26,Gonzo,PG-13 - Teens 13 or older
_Summer,6,Action,26,Rikuentai,PG-13 - Teens 13 or older
Reideen,7,Action,26,Production I.G,PG-13 - Teens 13 or older
iDOLM@STER Xenoglossia,7,Comedy,26,Sunrise,PG-13 - Teens 13 or older
Les Misérables: Shoujo Cosette,8,Action,26,Nippon Animation,G - All Ages
Murder Princess,7,Adventure,26,Bee Train,R - 17+ (violence & profanity)
Nodame Cantabile,8,Action,26,J.C.Staff,PG-13 - Teens 13 or older
Romeo x Juliet,8,Game,26,Gonzo,PG-13 - Teens 13 or older
Eat-Man,6,Sci-Fi,26,Studio Deen,R - 17+ (violence & profanity)
Genma Taisen: Shinwa Zenya no Shou,5,Action,26,Unknown,PG-13 - Teens 13 or older
Gun Frontier,7,Adventure,26,Echo,PG-13 - Teens 13 or older
Kinnikuman II Sei,7,Supernatural,26,Toei Animation,PG-13 - Teens 13 or older
Pokemon: Mewtwo! Ware wa Koko ni Ari,7,Mystery,26,OLM,PG - Children
Rockman.EXE,7,Action,26,Xebec,PG-13 - Teens 13 or older
Ryuusei Sentai Musumet,6,Comedy,26,TNK,R - 17+ (violence & profanity)
Submarine Super 99,6,Comedy,26,Vega Entertainment,PG-13 - Teens 13 or older
Winter Garden,7,Action,26,J.C.Staff,G - All Ages
Rozen Maiden: Ouvertüre,8,Action,26,Nomad,PG-13 - Teens 13 or older
To Heart 2 OVA,7,Sci-Fi,26,Unknown,PG-13 - Teens 13 or older
Hitohira,7,Adventure,26,Xebec,PG-13 - Teens 13 or older
Nagasarete Airantou,7,Action,26,feel.,PG-13 - Teens 13 or older
Clannad Movie,7,Comedy,26,Toei Animation,PG-13 - Teens 13 or older
Saint October,6,Action,26,Studio Comet,PG-13 - Teens 13 or older
Keitai Shoujo,5,Comedy,26,Studio Hibari,PG-13 - Teens 13 or older
Devil May Cry,7,Sci-Fi,26,Madhouse,R - 17+ (violence & profanity)
Shinkyoku Soukai Polyphonica,7,Adventure,26,Ginga Ya,PG-13 - Teens 13 or older
Super GALS! Kotobuki Ran,7,Action,26,Studio Pierrot,PG-13 - Teens 13 or older
Maria-sama ga Miteru 3rd,8,Romance,26,Studio Deen,PG-13 - Teens 13 or older
Tales of Symphonia The Animation: Sylvarant-hen,7,Action,26,ufotable,PG-13 - Teens 13 or older
Negima!? Natsu Special!?,7,Action,26,Shaft,PG-13 - Teens 13 or older
eX-Driver: Nina & Rei Danger Zone,6,Comedy,26,Actas,PG-13 - Teens 13 or older
Ajimu: Kaigan Monogatari,6,Action,26,Actas,PG-13 - Teens 13 or older
Naruto: Shippuuden,8,Comedy,26,Studio Pierrot,PG-13 - Teens 13 or older
B'T X Neo,7,Adventure,26,TMS Entertainment,PG-13 - Teens 13 or older
Uchuu Senshi Baldios,7,Comedy,26,Production Reed,PG-13 - Teens 13 or older
Muteki Kanban Musume,7,Magic,26,Telecom Animation Film,PG-13 - Teens 13 or older
Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,6,Military,26,Trans Arts,R - 17+ (violence & profanity)
Hit wo Nerae! Specials,5,Parody,26,"Imagin, Studio Live",PG-13 - Teens 13 or older
Souryuuden,7,Adventure,26,Kitty Films,R - 17+ (violence & profanity)
Wagamama☆Fairy Mirumo de Pon!,7,Action,26,Studio Hibari,G - All Ages
Zoids Fuzors,6,Action,26,Unknown,PG-13 - Teens 13 or older
Freedom,7,Action,26,Sunrise,PG-13 - Teens 13 or older
Piyoko ni Omakase pyo!,7,Action,26,Madhouse,PG-13 - Teens 13 or older
Jikuu Bouken Nuumamonjaa,5,Fantasy,26,Production I.G,PG-13 - Teens 13 or older
Di Gi Charat: Hoshi no Tabi,7,Comedy,26,Madhouse,PG-13 - Teens 13 or older
Di Gi Charat: Kuchi Kara Bazooka,6,Sci-Fi,26,Madhouse,PG-13 - Teens 13 or older
Di Gi Charat Summer Special 2000,6,Comedy,26,Madhouse,G - All Ages
Di Gi Charat Ohanami Special,7,Drama,26,Unknown,G - All Ages
Di Gi Charat Natsuyasumi Special,7,Drama,26,Unknown,G - All Ages
Di Gi Charat Christmas Special,7,Slice of Life,26,Madhouse,G - All Ages
Di Gi Charat Tsuyu Specials,6,Comedy,26,Madhouse,G - All Ages
Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,6,Action,26,Unknown,R - 17+ (violence & profanity)
Arslan Senki,7,Action,26,"J.C.Staff, animate Film",PG-13 - Teens 13 or older
Slam Dunk (Movie),7,Space,26,Toei Animation,PG-13 - Teens 13 or older
Youseiki Suikoden,6,Drama,26,J.C.Staff,R - 17+ (violence & profanity)
Kikaider 01 The Animation,7,Fantasy,26,Radix,PG-13 - Teens 13 or older
Oh! Super Milk-chan,6,Magic,26,Studio Pierrot,R - 17+ (violence & profanity)
Ring ni Kakero 1: Nichibei Kessen-hen,7,Adventure,26,Toei Animation,PG-13 - Teens 13 or older
Seishoujo Kantai Virgin Fleet,5,Action,26,AIC,PG-13 - Teens 13 or older
Hokuto no Ken: Raoh Gaiden Junai-hen,7,Sci-Fi,26,TMS Entertainment,R - 17+ (violence & profanity)
HeatGuy J Special,7,Adventure,26,Satelight,PG-13 - Teens 13 or older
Jikuu Tenshou Nazca,6,Sci-Fi,26,"Genco, Radix",PG-13 - Teens 13 or older
Bulg-eunmae,6,Fantasy,26,Unknown,PG-13 - Teens 13 or older
Kaze no Tairiku,6,Drama,26,Production I.G,PG-13 - Teens 13 or older
Dae Jang Geum: Jang Geum's Dream,7,Drama,26,Unknown,PG - Children
Argento Soma Special,6,Adventure,26,Sunrise,PG-13 - Teens 13 or older
Tactical Roar Special,6,Comedy,26,Unknown,PG-13 - Teens 13 or older
Overman King Gainer,7,Drama,26,Sunrise,PG-13 - Teens 13 or older
Dirty Pair: Bouryaku no 005-bin,7,Drama,26,Sunrise,PG-13 - Teens 13 or older
Dirty Pair: The Movie,7,Action,26,Sunrise,PG-13 - Teens 13 or older
Animation Seisaku Shinkou Kuromi-chan,7,Drama,26,Yumeta Company,PG-13 - Teens 13 or older
Animation Seisaku Shinkou Kuromi-chan 2,7,Comedy,26,Yumeta Company,PG-13 - Teens 13 or older
Fatal Fury: Legend of the Hungry Wolf,6,Adventure,26,Unknown,PG-13 - Teens 13 or older
Fatal Fury 2: The New Battle,7,Kids,26,Unknown,PG-13 - Teens 13 or older
Dirty Pair Flash,7,Slice of Life,26,Sunrise,PG-13 - Teens 13 or older
Dirty Pair: Lovely Angels yori Ai wo Komete,7,Adventure,26,Sunrise,PG-13 - Teens 13 or older
Koko wa Green Wood,7,Adventure,26,"Studio Pierrot, Ajia-Do",PG-13 - Teens 13 or older
Master Mosquiton,7,Adventure,26,Unknown,PG-13 - Teens 13 or older
Master Mosquiton '99,7,Adventure,26,Unknown,PG-13 - Teens 13 or older
Kamichama Karin,7,Comedy,26,Satelight,PG-13 - Teens 13 or older
Kyoushirou to Towa no Sora,6,Action,26,TNK,PG-13 - Teens 13 or older
Hanoka,4,Adventure,26,RAMS,PG-13 - Teens 13 or older
Genshiken OVA,8,Action,26,Ajia-Do,PG-13 - Teens 13 or older
Shakugan no Shana Movie,7,Adventure,26,J.C.Staff,PG-13 - Teens 13 or older
Sonic X,6,Drama,26,TMS Entertainment,PG - Children
Daimajuu Gekitou: Hagane no Oni,5,Sci-Fi,26,Unknown,PG-13 - Teens 13 or older
The Hakkenden,7,Action,26,Artmic,R - 17+ (violence & profanity)
Shin Hakkenden,7,Comedy,26,Public & Basic,PG-13 - Teens 13 or older
Hadashi no Gen,8,Action,26,Madhouse,PG-13 - Teens 13 or older
Hadashi no Gen 2,7,Comedy,26,Madhouse,PG-13 - Teens 13 or older
Deltora Quest,7,Action,26,OLM,PG-13 - Teens 13 or older
Catblue: Dynamite,6,Kids,26,Unknown,R - 17+ (violence & profanity)
Ged Senki,7,Sci-Fi,26,Studio Ghibli,PG-13 - Teens 13 or older
Utawarerumono Specials,8,Adventure,26,OLM,PG-13 - Teens 13 or older
Hyper-Psychic Geo Garaga,5,Action,26,"Anime R, Aubec",R - 17+ (violence & profanity)
Ryuusei no Rockman,7,Drama,25,Xebec,PG - Children
Shuffle! Memories,7,Kids,25,Asread,PG-13 - Teens 13 or older
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,7,Kids,25,ufotable,PG - Children
Mitsu x Mitsu Drops,6,Kids,25,Unknown,PG-13 - Teens 13 or older
Jagainu-kun,6,Sci-Fi,25,Unknown,G - All Ages
Zero no Tsukaima: Futatsuki no Kishi,7,Comedy,25,J.C.Staff,PG-13 - Teens 13 or older
Dai Mahou Touge Omake,7,Kids,25,Diomedéa,PG-13 - Teens 13 or older
Major S3,8,Kids,25,Studio Hibari,PG-13 - Teens 13 or older
Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,7,Kids,25,J.C.Staff,PG-13 - Teens 13 or older
Clamp Gakuen Tanteidan,7,Adventure,25,Studio Pierrot,G - All Ages
Gaiking: Legend of Daiku-Maryu,7,Adventure,25,Toei Animation,G - All Ages
Princess Nine: Kisaragi Joshikou Yakyuubu,7,Adventure,25,Phoenix Entertainment,PG-13 - Teens 13 or older
Rec: Yurusarezarumono,7,Adventure,25,Shaft,PG-13 - Teens 13 or older
Haou Taikei Ryuu Knight,7,Adventure,25,Sunrise,PG-13 - Teens 13 or older
Haou Taikei Ryuu Knight: Adeu Legend,6,Adventure,25,Sunrise,PG-13 - Teens 13 or older
Haou Daikei Ryuu Knight: Adeu Legend II,6,Fantasy,25,Sunrise,PG-13 - Teens 13 or older
Haou Daikei Ryuu Knight: Adeu Legend Final,6,Action,25,Sunrise,PG-13 - Teens 13 or older
Hidamari Sketch,7,Action,25,Shaft,PG-13 - Teens 13 or older
Cutey Honey F,7,Action,25,Toei Animation,PG-13 - Teens 13 or older
Rockman Hoshi ni Negai wo,6,Action,25,Unknown,G - All Ages
JaJa Uma! Quartet,5,Sci-Fi,25,Unknown,PG-13 - Teens 13 or older
Kimi ga Nozomu Eien: Ayu Mayu Gekijou,6,Action,25,Picture Magic,PG-13 - Teens 13 or older
Taiyou no Mokushiroku: A Spirit of the Sun,7,Game,25,Madhouse,R - 17+ (violence & profanity)
Gakuen Utopia Manabi Straight!,7,Action,25,ufotable,G - All Ages
Grappler Baki,7,Cars,25,Unknown,R - 17+ (violence & profanity)
Tokyo Majin Gakuen Kenpucho: Tou,7,Comedy,25,"AIC Spirits, BeSTACK",R - 17+ (violence & profanity)
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,8,Drama,25,Toei Animation,PG-13 - Teens 13 or older
Strike Witches OVA,6,Action,25,Gonzo,PG-13 - Teens 13 or older
Koisuru Tenshi Angelique: Kagayaki no Ashita,7,Action,25,Satelight,PG-13 - Teens 13 or older
Getsumen To Heiki Mina,6,Action,25,Gonzo,PG-13 - Teens 13 or older
Oira Uchuu no Tankoufu,6,Action,25,Triangle Staff,R - 17+ (violence & profanity)
Giniro no Olynsis: Tokito,6,Comedy,25,Toei Animation,PG-13 - Teens 13 or older
Nana Recaps,7,Action,25,Madhouse,R - 17+ (violence & profanity)
Saru Getchu: On Air,6,Action,25,Xebec,PG - Children
Plawres Sanshirou,7,Music,25,Kaname Productions,PG-13 - Teens 13 or older
Kaze no Shoujo Emily,7,Action,25,TMS Entertainment,G - All Ages
Sasami: Mahou Shoujo Club,7,Action,25,AIC Spirits,PG - Children
Sasami: Mahou Shoujo Club 2,7,Action,25,Unknown,PG - Children
Kappa no Kaikata,6,Parody,25,Picture Magic,PG - Children
Himesama Goyoujin,6,Comedy,25,Nomad,G - All Ages
Master of Epic: The Animation Age,6,Action,25,"Gonzo, Palm Studio",PG-13 - Teens 13 or older
Fushigiboshi no☆Futagohime Gyu!,7,Action,25,J.C.Staff,G - All Ages
Lucky☆Star,8,Comedy,25,Kyoto Animation,PG-13 - Teens 13 or older
Ichigo Mashimaro OVA,8,Slice of Life,25,Daume,PG-13 - Teens 13 or older
Higurashi no Naku Koro ni Kai,8,Action,25,Studio Deen,R - 17+ (violence & profanity)
Clover,7,Sci-Fi,25,Madhouse,PG-13 - Teens 13 or older
YAT Anshin! Uchuu Ryokou,7,Action,25,"Xebec, Group TAC",PG-13 - Teens 13 or older
YAT Anshin! Uchuu Ryokou 2,7,Action,25,Group TAC,PG-13 - Teens 13 or older
Azuki-chan,7,Action,25,Madhouse,G - All Ages
Yu☆Gi☆Oh!: Hikari no Pyramid,7,Action,25,Gallop,PG-13 - Teens 13 or older
Zettai Muteki Raijin-Oh,7,Adventure,25,Sunrise,G - All Ages
Hikari to Mizu no Daphne Specials,7,Fantasy,25,J.C.Staff,PG-13 - Teens 13 or older
Masou Kishin Cybuster,6,Action,25,Production Reed,PG-13 - Teens 13 or older
Twin Signal: Family Game,6,Slice of Life,25,Unknown,PG-13 - Teens 13 or older
11-nin Iru!,7,Action,25,Magic Bus,PG-13 - Teens 13 or older
Happiness!: Watarase Jun no Kareinaru Ichinichi,7,Action,25,Artland,PG-13 - Teens 13 or older
Stratos 4: Logbook,6,Action,25,Studio Fantasia,PG-13 - Teens 13 or older
Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,7,Action,25,Unknown,PG-13 - Teens 13 or older
Harukanaru Toki no Naka de: Hachiyou Shou Specials,6,Mystery,25,Unknown,PG-13 - Teens 13 or older
Harukanaru Toki no Naka de: Maihitoyo,7,Action,25,Unknown,PG-13 - Teens 13 or older
Harukanaru Toki no Naka de: Hachiyou Shou OVA,7,Adventure,25,Unknown,PG-13 - Teens 13 or older
Kusatta Kyoushi no Houteishiki,6,Action,25,J.C.Staff,PG-13 - Teens 13 or older
Master Keaton OVA,8,Action,25,Madhouse,R - 17+ (violence & profanity)
Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7,Action,25,Gainax,PG-13 - Teens 13 or older
Marginal Prince: Gekkeiju no Ouji-tachi,6,Adventure,25,Unknown,PG-13 - Teens 13 or older
Saiunkoku Monogatari 2nd Season,8,Comedy,25,Madhouse,PG-13 - Teens 13 or older
Mahou Shoujo Lyrical Nanoha StrikerS,8,Sci-Fi,25,Seven Arcs,PG-13 - Teens 13 or older
Mobile Suit Gundam MS IGLOO: Apocalypse 0079,7,Adventure,25,Sunrise,PG-13 - Teens 13 or older
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,7,Adventure,25,Sunrise,PG-13 - Teens 13 or older
Mahou Shoujo Pretty Sammy,6,Slice of Life,25,AIC,PG-13 - Teens 13 or older
Urusei Yatsura OVA,7,Kids,25,"Madhouse, Studio Deen, Magic Bus",PG-13 - Teens 13 or older
Urusei Yatsura Movie 1: Only You,7,Adventure,25,Studio Pierrot,PG-13 - Teens 13 or older
Urusei Yatsura Movie 2: Beautiful Dreamer,8,Adventure,25,Studio Pierrot,PG-13 - Teens 13 or older
Urusei Yatsura Movie 3: Remember My Love,7,Adventure,25,Studio Deen,PG-13 - Teens 13 or older
Urusei Yatsura Movie 4: Lum The Forever,7,Action,25,Studio Deen,PG-13 - Teens 13 or older
Urusei Yatsura Movie 5: Kanketsu-hen,7,Action,25,Unknown,PG-13 - Teens 13 or older
Urusei Yatsura Movie 6: Itsudatte My Darling,7,Adventure,25,Madhouse,PG-13 - Teens 13 or older
Jishu Seisaku Movie Binchou-tan,6,Adventure,25,Ishikawa Pro,G - All Ages
Early Reins,6,Slice of Life,25,OLM,R - 17+ (violence & profanity)
Futari wa Precure: Max Heart,7,Adventure,25,Toei Animation,G - All Ages
Futari wa Precure: Max Heart Movie 1,7,Adventure,25,Toei Animation,G - All Ages
Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,7,Adventure,25,Toei Animation,G - All Ages
Yes! Precure 5,7,Action,25,Toei Animation,G - All Ages
Growlanser IV: Wayfarer of the Time,6,Action,25,"feel., Zexcs",PG-13 - Teens 13 or older
Misute♡naide Daisy,6,Kids,25,Studio Deen,PG-13 - Teens 13 or older
Shin Kaitei Gunkan,6,Action,25,Phoenix Entertainment,PG-13 - Teens 13 or older
SD Gundam Gaiden,6,Mecha,25,Unknown,PG - Children
Outlanders,6,Action,25,AIC,R - 17+ (violence & profanity)
Rocket Girls,7,Drama,25,Mook DLE,PG-13 - Teens 13 or older
Ashita no Nadja,8,Comedy,25,Toei Animation,G - All Ages
Kikou Sennyo Rouran,6,Mystery,25,Zexcs,PG-13 - Teens 13 or older
Mahou no Chocolate,5,Magic,25,Ishikawa Pro,G - All Ages
Manie-Manie: Meikyuu Monogatari,7,Slice of Life,25,Madhouse,PG-13 - Teens 13 or older
Vampire Hunter,7,Action,25,Madhouse,R - 17+ (violence & profanity)
Code Geass: Hangyaku no Lelouch Picture Drama,7,Kids,25,Sunrise,PG-13 - Teens 13 or older
Rayearth,7,Kids,25,TMS Entertainment,PG-13 - Teens 13 or older
Kimagure Robot,6,Action,25,Studio 4°C,PG - Children
Ai Tenshi Densetsu Wedding Peach DX,7,Action,25,Unknown,G - All Ages
Wish,7,Music,25,Unknown,G - All Ages
Wild 7,6,Action,25,Pierrot Plus,R - 17+ (violence & profanity)
Arashi no Yoru ni,8,Sci-Fi,25,Group TAC,G - All Ages
Chikyuu Bouei Kazoku,7,Mystery,25,Group TAC,PG-13 - Teens 13 or older
Sakura Taisen: Ecole de Paris,6,Adventure,25,Radix,PG-13 - Teens 13 or older
Sola,7,Comedy,25,Nomad,PG-13 - Teens 13 or older
Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,7,Adventure,25,Sunrise,PG-13 - Teens 13 or older
Mobile Suit Zeta Gundam: A New Translation II - Lovers,7,Adventure,25,Sunrise,PG-13 - Teens 13 or older
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,7,Space,25,Sunrise,PG-13 - Teens 13 or older
Meitantei Holmes,7,Action,25,"Gallop, TMS Entertainment",G - All Ages
X Densha de Ikou,6,Action,25,Madhouse,R - 17+ (violence & profanity)
Glass no Kamen (2005),8,Adventure,25,Tokyo Movie Shinsha,G - All Ages
Mutekiou Tri-Zenon,6,Mystery,25,E&G Films,G - All Ages
Hijikata Toshizou: Shiro no Kiseki,6,Comedy,25,Studio 4°C,PG-13 - Teens 13 or older
Onkyo Seimeitai Noiseman,7,Mystery,25,Studio 4°C,G - All Ages
Tobira wo Akete (1995),6,Sci-Fi,25,Studio 4°C,G - All Ages
Trava: Fist Planet,7,Comedy,25,Madhouse,PG-13 - Teens 13 or older
Twilight Q,6,Drama,25,"Ajia-Do, Studio Deen",PG-13 - Teens 13 or older
Osu,5,Magic,25,Mushi Production,PG-13 - Teens 13 or older
Black Jack: Futari no Kuroi Isha,7,Music,25,Tezuka Productions,PG-13 - Teens 13 or older
Memory,6,Adventure,25,Unknown,PG-13 - Teens 13 or older
UFO Robo Grendizer,8,Romance,25,Toei Animation,PG-13 - Teens 13 or older
Wakusei Robo Danguard Ace,6,Action,25,Toei Animation,PG-13 - Teens 13 or older
Himawari!!,6,Action,25,Arms,PG-13 - Teens 13 or older
Shizuku,6,Comedy,25,Mushi Production,PG - Children
Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,6,Action,25,J.C.Staff,G - All Ages
Hanoka Recap,4,Comedy,25,Unknown,PG-13 - Teens 13 or older
.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,6,Action,25,Unknown,PG - Children
Full Moon wo Sagashite: Kawaii Kawaii Daibouken,7,Action,25,Studio Deen,G - All Ages
Amazing Nuts!,7,Action,25,Studio 4°C,G - All Ages
Sakura Taisen: Sumire,6,Adventure,25,Radix,PG-13 - Teens 13 or older
Roujin Z,7,Action,25,APPP,PG-13 - Teens 13 or older
Tengen Toppa Gurren Lagann,9,Action,25,Gainax,PG-13 - Teens 13 or older
Heroic Age,8,Fantasy,25,Xebec,PG-13 - Teens 13 or older
Tokyo Vice,5,Fantasy,25,J.C.Staff,PG-13 - Teens 13 or older
Hanada Shounen-shi,8,Adventure,25,Madhouse,R - 17+ (violence & profanity)
Yu☆Gi☆Oh! (Movie),7,Comedy,25,Toei Animation,PG - Children
Yawara!: Sore Yuke Koshinuke Kids!!,6,Adventure,25,Madhouse,PG-13 - Teens 13 or older
Yawara!: Zutto Kimi no Koto ga...,7,Action,25,Madhouse,PG-13 - Teens 13 or older
Taiho Shichau zo in America,7,Magic,25,Studio Deen,PG-13 - Teens 13 or older
Taiho Shichau zo Special,7,Action,25,Studio Deen,PG-13 - Teens 13 or older
Jigoku Sensei Nube,8,Slice of Life,25,Toei Animation,PG-13 - Teens 13 or older
Taiho Shichau zo The Movie,7,Drama,25,Studio Deen,PG-13 - Teens 13 or older
Taiho Shichau zo: Second Season,7,Comedy,25,Studio Deen,PG-13 - Teens 13 or older
Wind: A Breath of Heart,6,Action,25,Ajia-Do,PG-13 - Teens 13 or older
Mermaid Forest OVA,7,Action,25,Studio Pierrot,R - 17+ (violence & profanity)
Mermaid's Scar,7,Drama,25,Madhouse,R - 17+ (violence & profanity)
